,county,fips,ST,lat,lng,population
3036,Wheatland,30107,MT,46.4663,-109.8445,2138
3037,Hoonah-Angoon,2105,AK,58.2884,-135.643,2135
3038,Wichita,20203,KS,38.4821,-101.3474,2112
3039,Oldham,48359,TX,35.405,-102.6029,2110
3040,Menard,48327,TX,30.8898,-99.8206,2108
3041,Keweenaw,26083,MI,47.628,-88.4346,2102
3042,Garfield,31071,NE,41.9144,-98.9914,2081
3043,Mellette,46095,SD,43.5813,-100.76,2065
3044,Stanton,20187,KS,37.563,-101.7842,2030
3045,Jerauld,46073,SD,44.0663,-98.6296,2009
3046,Clark,20025,KS,37.2355,-99.8203,2006
3047,Buffalo,46017,SD,44.0763,-99.2049,2005
3048,Worth,29227,MO,40.4791,-94.4221,2001
3049,Gosper,31073,NE,40.5148,-99.8307,2001
3050,Cheyenne,8017,CO,38.8279,-102.6035,1999
3051,De Baca,35011,NM,34.3425,-104.412,1995
3052,Judith Basin,30045,MT,47.0455,-110.266,1968
3053,Oliver,38065,ND,47.1153,-101.3403,1962
3054,Armstrong,48011,TX,34.9649,-101.3574,1950
3055,Edwards,48137,TX,29.9827,-100.3047,1944
3056,Haakon,46055,SD,44.2944,-101.54,1935
3057,Dundy,31057,NE,40.1762,-101.688,1928
3058,Garden,31069,NE,41.6194,-102.3354,1916
3059,Dolores,8033,CO,37.7517,-108.5174,1896
3060,Gilliam,41021,OR,45.3782,-120.2108,1896
3061,Boyd,31015,NE,42.8997,-98.7665,1882
3062,Hodgeman,20083,KS,38.0875,-99.8979,1872
3063,Piute,49031,UT,38.3367,-112.1273,1870
3064,Eureka,32011,NV,39.9839,-116.2686,1839
3065,McCone,30055,MT,47.6452,-105.7954,1826
3066,Steele,38091,ND,47.4562,-97.7246,1817
3067,Golden Valley,38033,ND,46.9402,-103.8466,1796
3068,Meagher,30059,MT,46.5982,-110.8857,1795
3069,Deuel,31049,NE,41.1116,-102.3339,1770
3070,Comanche,20033,KS,37.1913,-99.2718,1759
3071,Logan,38047,ND,46.4573,-99.4774,1743
3072,Daniels,30019,MT,48.7838,-105.5485,1705
3073,Sherman,41055,OR,45.4052,-120.6894,1686
3074,Powder River,30075,MT,45.395,-105.6302,1634
3075,Cottle,48101,TX,34.0777,-100.2788,1624
3076,Taliaferro,13265,GA,33.5661,-82.8788,1596
3077,Wallace,20199,KS,38.9167,-101.7636,1583
3078,Irion,48235,TX,31.3039,-100.9824,1553
3079,Lane,20101,KS,38.4813,-100.4664,1523
3080,Throckmorton,48447,TX,33.1775,-99.2124,1500
3081,Kiowa,8061,CO,38.4327,-102.7403,1463
3082,Campbell,46021,SD,45.7712,-100.0516,1458
3083,Glasscock,48173,TX,31.8694,-101.5208,1447
3084,Hyde,46069,SD,44.5473,-99.4871,1446
3085,Rock,31149,NE,42.4213,-99.4499,1430
3086,Wheeler,41069,OR,44.7261,-120.0276,1417
3087,Stonewall,48433,TX,33.1791,-100.2533,1412
3088,Motley,48345,TX,34.0741,-100.7798,1362
3089,Briscoe,48045,TX,34.5303,-101.2086,1348
3090,Jackson,8057,CO,40.6664,-106.3428,1316
3091,Carter,30011,MT,45.5168,-104.5362,1305
3092,Skagway,2230,AK,59.563,-135.3363,1300
3093,Sioux,31165,NE,42.4877,-103.7589,1298
3094,Sheridan,38083,ND,47.5755,-100.3456,1289
3095,Sully,46119,SD,44.7156,-100.1322,1278
3096,Sterling,48431,TX,31.8279,-101.05,1274
3097,Issaquena,28055,MS,32.7414,-90.9892,1223
3098,Foard,48155,TX,33.9746,-99.778,1207
3099,Harding,46063,SD,45.5803,-103.4958,1178
3100,Prairie,30079,MT,46.8605,-105.378,1162
3101,Alpine,6003,CA,38.5972,-119.8207,1159
3102,Greeley,20071,KS,38.4805,-101.806,1156
3103,Lake and Peninsula,2164,AK,58.6547,-156.1892,1156
3104,Camas,16025,ID,43.4633,-114.8058,1069
3105,Garfield,30033,MT,47.2776,-106.9929,1051
3106,Wibaux,30109,MT,46.9653,-104.249,1037
3107,Esmeralda,32009,NV,37.7847,-117.6323,1030
3108,Terrell,48443,TX,30.225,-102.0765,903
3109,Logan,31113,NE,41.5666,-100.4827,896
3110,Hayes,31085,NE,40.5248,-101.0619,889
3111,Billings,38007,ND,47.0236,-103.3763,886
3112,Clark,16033,ID,44.2839,-112.3512,885
3113,Keya Paha,31103,NE,42.8789,-99.7124,875
3114,Jones,46075,SD,43.9606,-100.6897,873
3115,Mineral,8079,CO,37.6689,-106.9241,853
3116,Golden Valley,30037,MT,46.3812,-109.1751,814
3117,Slope,38087,ND,46.4472,-103.4599,788
3118,Roberts,48393,TX,35.8385,-100.8134,784
3119,Hinsdale,8053,CO,37.8215,-107.3003,781
3120,Hooker,31091,NE,41.9161,-101.1353,741
3121,Bristol Bay,2060,AK,58.7439,-156.7,739
3122,McMullen,48311,TX,28.3527,-98.5678,724
3123,Kent,48263,TX,33.1814,-100.7776,704
3124,Grant,31075,NE,41.915,-101.7405,691
3125,Loup,31115,NE,41.9138,-99.4544,690
3126,Wheeler,31183,NE,41.9148,-98.5282,689
3127,Borden,48033,TX,32.7437,-101.4318,653
3128,San Juan,8111,CO,37.764,-107.6762,646
3129,Banner,31007,NE,41.546,-103.7105,645
3130,Treasure,30103,MT,46.2115,-107.2716,614
3131,Yakutat,2282,AK,59.8889,-140.3577,597
3132,Daggett,49009,UT,40.8873,-109.5076,590
3133,Thomas,31171,NE,41.9136,-100.5558,586
3134,Blaine,31009,NE,41.9128,-99.9768,467
3135,Petroleum,30069,MT,47.1176,-108.2502,464
3136,Arthur,31005,NE,41.5689,-101.6958,439
3137,Kalawao,15005,HI,21.1709,-156.9475,436
3138,Harding,35021,NM,35.8579,-103.8202,432
3139,McPherson,31117,NE,41.5682,-101.0604,420
3140,Kenedy,48261,TX,26.9285,-97.7017,391
3141,King,48269,TX,33.6165,-100.2558,279
3142,Loving,48301,TX,31.8493,-103.58,117
